segments,from_plain_text
sLY,True
count,True
BIs,True
jUG,True
WIG,True
audience,True
ICE,True
Antivirus,True
whY,True
Hash,True
loP,True
CeE,True
recommendation,True
NOse,True
banner,True
BAch,True
Minute,True
lIss,True
Cd,True
AME,True
TASs,True
wWW,True
Post,True
sON,True
marketwatch,True
delete,True
WuT,True
techcrunch,True
rev,True
rAY,True
title,True
GUrT,True
bAA,True
CXX,True
NaY,True
Employment,True
rHo,True
tE,True
CoO,True
median,True
device,True
taxonomy,True
CLOUD,True
OUT,True
BAp,True
Jog,True
us,True
Lot,True
HEP,True
St,True
POP,True
RhE,True
TRY,True
RiA,True
tile,True
kO,True
print,True
Region,True
DOT,True
int,True
Bucket,True
YOw,True
ER,True
eR,True
venue,True
buB,True
nak,True
sog,True
Foe,True
mOb,True
iDE,True
coR,True
NAg,True
dictionary,True
sTOF,True
choose,True
laN,True
MAp,True
nA,True
loT,True
you,True
iE,True
aRX,True
hbr,True
Device,True
cast,True
AER,True
tOI,True
uGh,True
bAE,True
shuffle,True
ARY,True
DEV,True
raS,True
Ce,True
FOD,True
LiTh,True
Phi,True
quick,True
bIZ,True
server,True
IT,True
gaVe,True
initial,True
gitlab,True
eY,True
Not,True
DOm,True
hoi,True
STY,True
PiR,True
geo,True
WaS,True
fum,True
flex,True
iCh,True
ABy,True
Fud,True
mun,True
pEP,True
Ex,True
googleusercontent,True
browser,True
lab,True
32,True
disable,True
TRy,True
display,True
guE,True
wot,True
kIP,True
FAb,True
wsj,True
hain,True
DaP,True
hist,True
MoG,True
REX,True
woE,True
bick,True
stack,True
gurk,True
cro,True
trait,True
DID,True
fIp,True
emE,True
eLf,True
spread,True
pur,True
DIRECT,True
riA,True
design,True
au,True
SOCIAL,True
bA,True
KOu,True
thehill,True
Aye,True
none,True
fIb,True
moU,True
GEl,True
Dit,True
La,True
snapchat,True
forms,True
crazy,True
cache,True
bub,True
stamp,True
customer,True
PopE,True
property,True
RIG,True
Sib,True
akEE,True
call,True
JaP,True
Aid,True
BOy,True
teA,True
tu,True
CWM,True
GU,True
arn,True
muid,True
an,True
nUl,True
header,True
Nast,True
Jp,True
fresh,True
rUM,True
mIg,True
registrant,True
wiPe,True
aDZ,True
activated,True
providers,True
TOi,True
puT,True
my,True
gEO,True
DAk,True
full,True
mu,True
Proo,True
community,True
rod,True
rOoD,True
zAC,True
PAc,True
FUt,True
aCT,True
HaM,True
gYM,True
YES,True
Awe,True
Vs,True
NONE,True
YeN,True
GYn,True
permissions,True
JiB,True
signature,True
dev,True
dhu,True
Ona,True
vEI,True
woB,True
zeL,True
Home,True
selected,True
Dry,True
SAo,True
edu,True
LEA,True
SeG,True
wuR,True
WIZ,True
Wog,True
Replace,True
consumer,True
EMPTY,True
store,True
SeC,True
Po,True
93,True
seX,True
wUt,True
BeMaD,True
vEi,True
56,True
census,True
pPC,True
public,True
CoP,True
Nar,True
panel,True
pewresearch,True
Hero,True
rIb,True
myspace,True
NIm,True
er,True
CLY,True
DUNg,True
400,True
tot,True
TimeD,True
CHo,True
pIR,True
fuR,True
emerald,True
Party,True
ox,True
bUY,True
GUZ,True
Zo,True
pa,True
achieve,True
fi,True
PpC,True
eME,True
aln,True
Lai,True
hOW,True
Sale,True
method,True
dUN,True
SOum,True
PUl,True
ORGANIC,True
GAVE,True
deE,True
corp,True
pua,True
iNN,True
ANd,True
NOW,True
third,True
Email,True
CLOSE,True
sPor,True
"us""}",True
goL,True
TAE,True
number,True
master,True
Ad,True
basto,True
Organic,True
Version,True
TaI,True
zar,True
We,True
zee,True
Geo,True
dan,True
gyP,True
pCH,True
spy,True
sh,True
